Fuel_Type_Code,Station_Name,Street_Address,City,State,ZIP,Station_Phone,EV_Network,ID,Open_Date,EV_Connector_Types,Access_Code
ELEC,Dan's Food Market - Tesla Supercharger,1329 US-2,Leavenworth,WA,98826,877-798-3752,Tesla,102594,2018-07-01,TESLA,public
ELEC,Fort Lewis,McKinley Ave & Garfield St,Fort Lewis,WA,98433,NULL,Non-Networked,102639,2018-09-01,J1772,private
ELEC,Olympic National Park - Sol Duc Hot Springs Resort,12076 Sol Duc Hot Springs Rd,Port Angeles,WA,98363,888-896-3818  360-565-3130,Non-Networked,103554,2018-09-01,J1772,public
ELEC,Olympic National Park - Sol Duc Hot Springs Resort,12076 Sol Duc Hot Springs Rd,Port Angeles,WA,98363,888-896-3818  360-565-3130,Non-Networked,103555,2018-09-01,J1772,private
ELEC,DC CORRIDOR NORTHGATE DC1,9800 4th Ave NE,Seattle,WA,98115,888-758-4389,ChargePoint Network,103573,2018-09-27,CHADEMO J1772COMBO,public
ELEC,Yakima,51 Firing Center Rd,Yakima,WA,98901,855-900-7584,Greenlots,103581,2018-09-27,CHADEMO J1772 J1772COMBO,public
ELEC,Pasco,2411 W Court St,pasco,WA,99301,855-900-7584,Greenlots,103586,2018-09-27,CHADEMO J1772 J1772COMBO,public
ELEC,Wandermere,438 E Hasting Rd.,Spokane,WA,99218,855-900-7584,Greenlots,103612,2018-09-27,CHADEMO J1772 J1772COMBO,public
ELEC,FACEBOOK SEA FACEBOOK SEA 6,1101 Dexter Ave N,Seattle,WA,98109,888-758-4389,ChargePoint Network,103652,2018-09-29,J1772,public
ELEC,1101 WESTLAKE FB WESTLAKE 2,1101 Westlake Ave N,Seattle,WA,98109,888-758-4389,ChargePoint Network,103654,2018-09-29,J1772,public
ELEC,TAO FAWU FARM STATION 1,3825 Cabrant Rd,Everson,WA,98247,888-758-4389,ChargePoint Network,103819,2018-10-02,J1772,public
ELEC,STEVENS PASS SPMR DUAL #2,Stevens Pass Mountain Resort,Skykomish,WA,98288,888-758-4389,ChargePoint Network,103884,2018-10-05,J1772,public
ELEC,STEVENS PASS SPMR DUAL #1,Stevens Pass Mountain Resort  Skykomish Washi,Skykomish,WA,98288,888-758-4389,ChargePoint Network,103885,2018-10-05,J1772,public
ELEC,Seabrook Street Parking,169 Blackberry St,Copalis Crossing,WA,98356,360-276-0265,Non-Networked,103924,2014-02-01,J1772,public
ELEC,Gull Wing Inn,4852 Pacific Ave,Moclips,WA,98562,360-276-0014  360-580-4499,Non-Networked,103925,2017-07-01,J1772,public
ELEC,Washington State Department of Ecology - Public Parking Lot,4601 N Monroe St,Spokane,WA,99205,509-329-3400  888-758-4389,Non-Networked,104058,2018-10-01,J1772,public
ELEC,AMLI MARK 24 MARK 24 1,2428 NW Market St,Seattle,WA,98107,888-758-4389,ChargePoint Network,104162,2018-10-15,J1772,public
ELEC,Ilani Casino Resort,3710 NW 319th St,Ridgefield,WA,98642,877-464-5264,Non-Networked,104265,2018-10-01,J1772,public
ELEC,DC CORRIDOR SEATTLE MINI,11536 Lake City Way NE,Seattle,WA,98125,888-758-4389,ChargePoint Network,104285,2018-10-20,CHADEMO J1772COMBO,public
ELEC,DC CORRIDOR PAC SCI L2,200 2nd Ave N,Seattle,WA,98109,888-758-4389,ChargePoint Network,104286,2018-10-20,J1772,public
ELEC,UWMC SURGERY STATION 2,1959 NE Pacific St,Seattle,WA,98195,888-758-4389,ChargePoint Network,104371,2018-10-25,J1772,public
ELEC,BMGF EV STATION 02,500 5th Ave N,Seattle,WA,98109,888-758-4389,ChargePoint Network,104381,2018-10-26,J1772,public
ELEC,Pacific Raceways,31001 144th Ave SE,Kent,WA,98042,253-639-5927,Non-Networked,104408,2017-04-01,TESLA,public
ELEC,Fred Meyer - Tesla Supercharger,6100 East Lake Sammamish Parkway SE,Issaquah,WA,98029,877-798-3752,Tesla,104446,2018-10-01,TESLA,public
ELEC,Bedrooms & More,324 NE 45th St,Seattle,WA,98105,206-633-4494,Non-Networked,104475,2018-10-01,J1772,public
ELEC,ISD411 ADMIN CENTER 1,5150 220th Ave SE,Issaquah,WA,98029,888-758-4389,ChargePoint Network,104574,2018-11-08,J1772,public
ELEC,Guy Waring Guest House,100 Riverside Ave,Winthrop,WA,98862,425-742-0843,Non-Networked,104823,2018-01-01,J1772,public
ELEC,Grand Mound Liquor Store,19947 Old Highway 99 SW,Rochester,WA,98579,360-273-6748,Non-Networked,104981,2017-01-01,J1772,public
ELEC,KING COUNTY DOT FACTORIA TRANSF,13800 SE 32nd St,Bellevue,WA,98005,888-758-4389,ChargePoint Network,105066,2018-12-01,J1772,public
ELEC,ALJOYA 1 EV CHARGER,2430 76th Ave SE,Mercer Island,WA,98040,888-758-4389,ChargePoint Network,105118,2018-12-06,J1772,public
ELEC,Colville City Hall,158 E 1st Ave,Colville,WA,99114,855-900-7584,Greenlots,105123,2018-12-06,J1772,public
ELEC,Somerset Gardens Apartments,14700 NE 29th Pl,Bellevue,WA,98007,888-998-2546,Blink Network,105138,2018-12-08,J1772,public
ELEC,INSIGNIA 953 215 216,583 Battery St,Seattle,WA,98121,888-758-4389,ChargePoint Network,105150,2018-12-08,J1772,public
ELEC,City of Renton - City Hall,1055 S Grady Way,Renton,WA,98057,425-430-6600,Non-Networked,105263,2017-01-12,J1772,private
ELEC,Bud Clary Chevrolet,1030 Commerce Ave,Longview,WA,98632,NULL,Non-Networked,105359,2018-12-01,J1772COMBO,private
ELEC,Harvest Chevrolet,1600 E Yakima Ave,Yakima,WA,98901,509-731-3938,Non-Networked,105361,2018-12-01,J1772 J1772COMBO,public
ELEC,Cascade Chevrolet,148 Easy St,Wenatchee,WA,98801,509-888-2985,Non-Networked,105362,2018-12-01,J1772 J1772COMBO,public
ELEC,Angel of the Winds Casino - Tesla Destination,3438 Stoluckquamish Ln,Arlington,WA,98223,360-474-9740  877-798-3752,Tesla Destination,116073,2017-03-01,TESLA,public
ELEC,Alexander's Lodge & Restaurant - Tesla Destination,37515 SR 706 E,Ashford,WA,98304,360-569-2300  877-798-3752,Tesla Destination,116074,2016-04-01,TESLA,public
ELEC,Courtyard by Marriott Seattle Bellevue/Downtown - Tesla Destination,11010 NE 8th St,Bellevue,WA,98004,425-454-5888  877-798-3752,Tesla Destination,116075,2017-03-01,TESLA,public
ELEC,Marriott Bellevue - Tesla Destination,200 110th Ave,Bellevue,WA,98004,425-214-7600  877-798-3752,Tesla Destination,116076,2015-12-01,J1772 TESLA,public
ELEC,Marriott AC Bellevue - Tesla Destination,208 106th Pl NE,Bellevue,WA,98004,425-625-2450  877-798-3752,Tesla Destination,116077,2018-11-01,J1772 TESLA,public
ELEC,Hilton Bellevue - Tesla Destination,300 112th Ave SE,Bellevue,WA,98004,425-455-1300  877-798-3752,Tesla Destination,116078,2015-12-01,J1772 TESLA,public
ELEC,Hotel Bellwether - Tesla Destination,1 Bellwether Way,Bellingham,WA,98225,360-392-3100  877-798-3752,Tesla Destination,116079,2016-04-01,J1772 TESLA,public
ELEC,Best Western Plus Heritage Inn - Tesla Destination,151 McLeod Rd,Bellingham,WA,98226,360-647-1912  877-798-3752,Tesla Destination,116080,2014-03-21,TESLA,public
ELEC,Oxford Suites Bellingham - Tesla Destination,4051  Meridian St,Bellingham,WA,98226,542-610-3401  877-798-3752,Tesla Destination,116081,2016-04-01,J1772 TESLA,public
ELEC,Hamilton Cellars - Tesla Destination,55410 N Sunset Rd,Benton City,WA,99320,509-628-8227  877-798-3752,Tesla Destination,116082,2015-11-01,J1772 TESLA,public
ELEC,Semiahmoo Resort & Spa - Tesla Destination,9565 Semiahmoo Pkwy,Blaine,WA,98230,360-318-2000  877-798-3752,Tesla Destination,116083,2014-04-01,TESLA,public
ELEC,Carson Ridge Luxury Cabins - Tesla Destination,1261 Wind River Rd,Carson,WA,98610,509-427-7777  877-798-3752,Tesla Destination,116084,2016-06-01,J1772 TESLA,public
ELEC,Hotel Cathlamet - Tesla Destination,69 Main St,Cathlamet,WA,98612,360-795-0100  877-798-3752,Tesla Destination,116085,2018-10-01,TESLA,public
ELEC,Fielding Hills Winery - Tesla Destination,565 S Lakeshore Dr,Chelan,WA,98816,509-888-9463  877-798-3752,Tesla Destination,116086,2018-11-01,TESLA,public
ELEC,Suncadia Resort - Tesla Destination,3600 Suncadia Trl,Cle Elum,WA,98922,509-649-6400  877-798-3752,Tesla Destination,116087,2017-09-01,TESLA,public
ELEC,The Four Points by Sheraton Seattle Airport South - Tesla Destination,22406 Pacific Highway S,Des Moines,WA,98198,253-642-0100  877-798-3752,Tesla Destination,116088,2016-01-01,J1772 TESLA,public
ELEC,Best Western Plus Evergreen Inn & Suites - Tesla Destination,32124 25th Ave S,Federal Way,WA,98003,253-529-4000  877-798-3752,Tesla Destination,116089,2015-11-01,TESLA,public
ELEC,Quillayute River Resort - Tesla Destination,473 Mora Rd,Forks,WA,98331,360-374-7447  877-798-3752,Tesla Destination,116090,2017-03-01,TESLA,public
ELEC,Island Athletic Club - Tesla Destination,5511 S Freeland Ave,Freeland,WA,98249,360-331-2582  877-798-3752,Tesla Destination,116091,2016-12-15,TESLA,public
ELEC,Ocean5 - Tesla Destination,5268 Point Fosdick Dr NW,Gig Harbor,WA,98335,253-857-7529  877-798-3752,Tesla Destination,116092,2018-11-01,J1772 TESLA,public
ELEC,Best Western Wesley Inn - Tesla Destination,6575 Kimball Dr,Gig Harbor,WA,98335,253-858-9690  877-798-3752,Tesla Destination,116093,2015-10-01,TESLA,public
ELEC,Holiday Inn Seattle-Issaquah - Tesla Destination,1801 12th Ave NW,Issaquah,WA,98027,425-392-6421  877-798-3752,Tesla Destination,116094,2018-11-01,J1772 TESLA,public
ELEC,Badger Mountain Vineyard & Powers Winery - Tesla Destination,1106 N Jurupa St,Kennewick,WA,99338,800-643-9463  877-798-3752,Tesla Destination,116095,2017-09-01,J1772 TESLA,public
ELEC,Hampton Inn Kennewick at Southridge - Tesla Destination,3715 Plaza Wy,Kennewick,WA,99338,509-820-3023  877-798-3752,Tesla Destination,116096,2016-02-01,J1772 TESLA,public
ELEC,Saratoga Inn - Tesla Destination,201 Cascade Ave,Langley,WA,98260,360-221-5801  877-798-3752,Tesla Destination,116097,2016-02-01,J1772 TESLA,public
ELEC,The Inn at Langley - Tesla Destination,400 1st St.,Langley,WA,98260,360-221-3033  877-798-3752,Tesla Destination,116098,2016-11-01,J1772 TESLA,public
ELEC,Mountain Springs Lodge - Tesla Destination,19115 Chiwawa Loop Rd,Leavenworth,WA,98826,509-763-2713  877-798-3752,Tesla Destination,116099,2015-09-16,TESLA,public
ELEC,Sleeping Lady Mountain Resort - Tesla Destination,7375 Icicle Rd,Leavenworth,WA,98826,509-548-6344  877-798-3752,Tesla Destination,116100,2018-11-01,J1772 TESLA,public
ELEC,Alta Cellars - Tesla Destination,135 Wapato Wy,Manson,WA,98831,509-679-5353  877-798-3752,Tesla Destination,116101,2018-11-01,TESLA,public
ELEC,Hard Row to Hoe Vineyards - Tesla Destination,300 Ivan Morse Rd,Manson,WA,98831,509-687-3000  877-798-3752,Tesla Destination,116102,2018-11-01,TESLA,public
ELEC,Moonstone Beach Motel - Tesla Destination,4849 Pacific Ave,Moclips,WA,98562,206-650-5793  877-798-3752,Tesla Destination,116103,2017-09-01,TESLA,public
ELEC,Fairfield Inn & Suites by Marriott Moses Lake - Tesla Destination,2380 S Maiers Rd,Moses Lake,WA,98837,509-765-0500  877-798-3752,Tesla Destination,116104,2017-05-05,TESLA,public
ELEC,Adytum Sanctuary - Tesla Destination,186 Skyview Dr,Mossyrock,WA,98564,360-790-2011  877-798-3752,Tesla Destination,116105,2017-09-01,J1772 TESLA,public
ELEC,Hobuck Beach  Resort - Tesla Destination,2726 Makah Passage,Neah Bay,WA,98357,360-645-2339  877-798-3752,Tesla Destination,116106,2015-10-01,TESLA,public
ELEC,Hobuck Beach Resort  RV Camping - Tesla Destination,3346 Makah Passage,Neah Bay,WA,98357,360-645-2339  877-798-3752,Tesla Destination,116107,2015-11-01,TESLA,public
ELEC,Swantown Inn & Spa - Tesla Destination,1431 11th Ave SE,Olympia,WA,98501,360-753-9123  877-798-3752,Tesla Destination,116108,2016-02-01,J1772 TESLA,public
ELEC,Hotel RL by Red Lion - Tesla Destination,2300 Evergreen Park Dr SW,Olympia,WA,98502,360-943-4000  877-798-3752,Tesla Destination,116109,2016-08-15,J1772 TESLA,public
ELEC,Veranda Beach Resort - Tesla Destination,299 Eastlake Rd,Oroville,WA,98844,509-476-4000  877-798-3752,Tesla Destination,116110,2017-09-01,J1772 TESLA,public
ELEC,Red Lion Hotel Pasco - Tesla Destination,2525 North 20th Ave,Pasco,WA,99301,509-547-0701  877-798-3752,Tesla Destination,116111,2016-03-01,J1772 TESLA,public
ELEC,Camaraderie Cellars - Tesla Destination,334 Benson Rd,Port Angeles,WA,98363,360-417-3564  877-798-3752,Tesla Destination,116112,2017-09-01,J1772 TESLA,public
ELEC,Colette's Bed and Breakfast - Tesla Destination,339 Finn Hall Rd,Port Angeles,WA,98362,360-457-9197  877-798-3752,Tesla Destination,116113,2015-10-01,TESLA,public
ELEC,George Washington Inn  a Select Registry Property - Tesla Destination,939 Finn Hall Rd,Port Angeles,WA,98362,360-452-5207  877-798-3752,Tesla Destination,116114,2015-10-01,J1772 TESLA,public
ELEC,Holiday Inn Express Pullman - Tesla Destination,1190 SE Bishop Blvd,Pullman,WA,99163,509-334-4437  877-798-3752,Tesla Destination,116115,2016-03-01,J1772 TESLA,public
ELEC,Hampton Inn and Suites Puyallup - Tesla Destination,1515 S Meridian,Puyallup,WA,98371,253-770-8880  877-798-3752,Tesla Destination,116116,2017-09-01,TESLA,public
ELEC,Cave B Estate Winery & Resort - Tesla Destination,344 Silica Rd NW,Quincy,WA,98848,509-787-8000  877-798-3752,Tesla Destination,116117,2015-11-01,J1772 TESLA,public
ELEC,Seattle Marriott Redmond - Tesla Destination,7401 164th Ave NE,Redmond,WA,98052,425-498-4000  877-798-3752,Tesla Destination,116118,2016-01-01,J1772 TESLA,public
ELEC,Homewood Suites Richland - Tesla Destination,1060 George Washington Wy,Richland,WA,99352,509-371-1550  877-798-3752,Tesla Destination,116119,2017-09-01,J1772 TESLA,public
ELEC,Hampton Inn Richland/Tri-Cities - Tesla Destination,486 Bradley Blvd,Richland,WA,99352,509-943-4400  877-798-3752,Tesla Destination,116120,2017-09-01,J1772 TESLA,public
ELEC,Thompson Seattle - Tesla Destination,100 Stewart St,Seattle,WA,98101,206-623-4600  877-798-3752,Tesla Destination,116121,2017-03-01,J1772 TESLA,public
ELEC,Hotel 1000 - Tesla Destination,1000 1st Ave,Seattle,WA,98104,206-957-1000  877-798-3752,Tesla Destination,116122,2016-05-01,J1772 TESLA,public
ELEC,Motif Seattle - Tesla Destination,1415  5th Ave,Seattle,WA,98101,206-971-8000  877-798-3752,Tesla Destination,116123,2015-10-01,J1772 TESLA,public
ELEC,Hotel Theodore - Tesla Destination,1531  7th Ave,Seattle,WA,98101,206-621-1200  877-798-3752,Tesla Destination,116124,2018-11-01,TESLA,public
ELEC,Cedarbrook Lodge - Tesla Destination,18525 36th Ave S,Seattle,WA,98188,206-901-9268  877-798-3752,Tesla Destination,116125,2015-12-01,J1772 TESLA,public
ELEC,Seattle Marriott Waterfront - Tesla Destination,2100 Alaskan Way,Seattle,WA,98121,206-443-5000  877-798-3752,Tesla Destination,116126,2015-10-01,J1772 TESLA,public
ELEC,Bedrooms & More - Tesla Destination,324 NE 45th St,Seattle,WA,98105,206-633-4494  877-798-3752,Tesla Destination,116128,2018-10-01,TESLA,public
ELEC,400 Fairview - Tesla Destination,400 Fairview Ave N,Seattle,WA,98109,623-810-4805  877-798-3752,Tesla Destination,116129,2016-01-01,J1772 TESLA,public
ELEC,The Fairmont Olympic Hotel - Tesla Destination,411 University St,Seattle,WA,98101,206-621-1700  877-798-3752,Tesla Destination,116130,2015-10-01,J1772 TESLA,public
ELEC,Residence Inn by Marriott Seattle University Distric - Tesla Destination,4501  12th Ave NE,Seattle,WA,98105,206-322-8887  877-798-3752,Tesla Destination,116131,2017-09-01,TESLA,public
ELEC,Hampton Inn and Suites Seattle-Downtown - Tesla Destination,500 5th Ave N,Seattle,WA,98109,206-282-0899  877-798-3752,Tesla Destination,116132,2017-09-01,TESLA,public
ELEC,Four Points by Sheraton Downtown Seattle Center - Tesla Destination,601 Roy St,Seattle,WA,98109,206-282-2600  877-798-3752,Tesla Destination,116133,2017-09-01,TESLA,public
ELEC,Hotel Max - Tesla Destination,620 Stewart St,Seattle,WA,98101,866-986-8087  877-798-3752,Tesla Destination,116134,2015-12-01,TESLA,public
ELEC,Shafer Baillie Mansion Bed & Breakfast - Tesla Destination,907 14th Ave E,Seattle,WA,98112,206-322-4654  877-798-3752,Tesla Destination,116135,2015-11-01,TESLA,public
ELEC,Four Seasons Hotel Seattle - Tesla Destination,99 Union St,Seattle,WA,98101,206-749-7000  877-798-3752,Tesla Destination,116136,2015-12-01,TESLA,public
ELEC,Shelburne Inn Restaurant & Pub - Tesla Destination,4415 Pacific Way,Seaview,WA,98644,360-642-2442  877-798-3752,Tesla Destination,116137,2015-12-11,J1772 TESLA,public
ELEC,Lost Mountain Lodge - Tesla Destination,303 Sunny View Dr,Sequim,WA,98382,360-683-2431  877-798-3752,Tesla Destination,116138,2017-09-01,TESLA,public
ELEC,GreenHouse Inn by the Bay - Tesla Destination,630 Marine Dr,Sequim,WA,98382,360-504-2489  877-798-3752,Tesla Destination,116139,2017-03-01,TESLA,public
ELEC,Snoqualmie Casino - Tesla Destination,37500 SE N Bend Wy,Snoqualmie,WA,98065,425-888-1234  877-798-3752,Tesla Destination,116141,2018-11-01,TESLA,public
ELEC,The Davenport Hotel - Tesla Destination,10 S Post St,Spokane,WA,99201,800-899-1482  877-798-3752,Tesla Destination,116142,2015-11-01,TESLA,public
ELEC,The Davenport Tower - Tesla Destination,111 Post St,Spokane,WA,99201,800-899-1482  877-798-3752,Tesla Destination,116143,2015-12-01,TESLA,public
ELEC,Oxford Suites Spokane - Tesla Destination,115 W North River Dr,Spokane,WA,99201,509-353-9000  877-798-3752,Tesla Destination,116144,2015-11-01,J1772 TESLA,public
ELEC,Hampton Inn Airport Spokane - Tesla Destination,2010 S Assembly Rd,Spokane,WA,99224,509-747-1100  877-798-3752,Tesla Destination,116145,2016-01-01,J1772 TESLA,public
ELEC,DoubleTree by Hilton Spokane City Center - Tesla Destination,322 N Spokane Falls Ct,Spokane,WA,99201,509-455-9600  877-798-3752,Tesla Destination,116146,2016-03-01,J1772 TESLA,public
ELEC,The Davenport Grand Hotel - Tesla Destination,333 W Spokane Falls Blvd,Spokane,WA,99201,509-458-3330  877-798-3752,Tesla Destination,116147,2015-10-01,TESLA,public
ELEC,The Hotel Lusso - Tesla Destination,808 W Sprague Ave,Spokane,WA,99201,800-899-1482  877-798-3752,Tesla Destination,116148,2015-11-01,TESLA,public
ELEC,Hilton Garden Inn Spokane Airport - Tesla Destination,9015 W Hwy 2,Spokane,WA,99224,509-244-5866  877-798-3752,Tesla Destination,116149,2017-09-01,J1772 TESLA,public
ELEC,Oxford Suites Spokane Valley - Tesla Destination,15015  E Indiana Ave,Spokane Valley,WA,99216,509-847-1000  877-798-3752,Tesla Destination,116150,2017-03-01,J1772 TESLA,public
ELEC,Skamania Lodge - Tesla Destination,1131  Skamania Lodge Way,Stevenson,WA,98648,509-427-7700  877-798-3752,Tesla Destination,116151,2016-04-01,J1772 TESLA,public
ELEC,Hotel Murano - Tesla Destination,1320 Broadway Plaza,Tacoma,WA,98444,253-238-8000  877-798-3752,Tesla Destination,116152,2015-10-01,TESLA,public
ELEC,Best Western Plus Tacoma Dome Hotel - Tesla Destination,2611 East E St,Tacoma,WA,98421,253-272-7737  877-798-3752,Tesla Destination,116153,2015-12-01,TESLA,public
ELEC,Alderbrook Resort & Spa - Tesla Destination,10 E Alderbrook Dr,Union,WA,98592,360-898-2200  877-798-3752,Tesla Destination,116154,2015-12-01,J1772 TESLA,public
ELEC,Heathman Lodge - Tesla Destination,7801 NE Greenwood Dr,Vancouver,WA,98662,360-254-3100  877-798-3752,Tesla Destination,116155,2018-10-01,J1772 TESLA,public
ELEC,Dunham Wine Cellars - Tesla Destination,150 E Boeing,Walla Walla,WA,99362,509-529-4685  877-798-3752,Tesla Destination,116156,2016-02-01,TESLA,public
ELEC,Pepper Bridge Winery - Tesla Destination,1704  J.B. George Rd,Walla Walla,WA,99362,509-525-6502  877-798-3752,Tesla Destination,116157,2015-12-01,J1772 TESLA,public
ELEC,Inn at Abeja - Tesla Destination,2014 Mill Creek Rd,Walla Walla,WA,99362,509-522-1234  877-798-3752,Tesla Destination,116158,2015-11-01,TESLA,public
ELEC,Amavi Cellars - Tesla Destination,3796 Peppers Bridge Rd,Walla Walla,WA,99362,509-525-3541  877-798-3752,Tesla Destination,116159,2015-10-01,J1772 TESLA,public
ELEC,Marcus Whitman Hotel - Tesla Destination,6 W Rose St,Walla Walla,WA,99362,509-525-2200  877-798-3752,Tesla Destination,116160,2016-12-15,J1772 TESLA,public
ELEC,Corvus Cellars - Tesla Destination,760 C St,Walla Walla,WA,99362,509-241-0318  877-798-3752,Tesla Destination,116161,2015-11-01,TESLA,public
ELEC,Warm Springs Inn & Winery - Tesla Destination,1611 Love Ln,Wenatchee,WA,98801,509-662-5683  877-798-3752,Tesla Destination,116162,2015-12-01,TESLA,public
ELEC,Cranberry Road Winery - Tesla Destination,2858 S Forrest St,Westport,WA,98595,360-268-7082  877-798-3752,Tesla Destination,116163,2017-03-01,TESLA,public
ELEC,Sun Mountain Lodge - Tesla Destination,604 Patterson Lake Rd,Winthrop,WA,98862,509-996-2211  877-798-3752,Tesla Destination,116164,2016-03-01,J1772 TESLA,public
ELEC,Willows Lodge - Tesla Destination,14850 NE 145th St,Woodinville,WA,98072,425-424-3900  877-798-3752,Tesla Destination,116165,2018-11-01,TESLA,public
ELEC,Holiday Inn Downtown Yakima - Tesla Destination,802 E Yakima Ave,Yakima,WA,98901,509-494-7000  877-798-3752,Tesla Destination,116167,2018-11-01,TESLA,public
ELEC,Legacy Villa,21900 E Country,Vista Dr,WA,99019,855-900-7584,Greenlots,116741,2019-01-04,J1772,public
ELEC,Spokane Indians,602 N. Havana,Spokane Valley,WA,99202,855-900-7584,Greenlots,116743,2019-01-04,J1772,public
ELEC,Cle Elum Business Park - Tesla Supercharger,811 WA-970 Cle,Cle Elum,WA,98922,877-798-3752,Tesla,116820,2018-12-01,TESLA,public
ELEC,Vancouver Mall - North,8700 NE Vancouver Mall Dr,Vancouver,WA,98662,888-264-2208,Volta,117128,2019-01-01,J1772,public
ELEC,Issaquah Medical Building,1301 4th Ave NW,Issaquah,WA,98027,NULL,Non-Networked,117285,2018-09-13,J1772,private
ELEC,Bellevue City Hall,450 110th Ave NE,Bellevue,WA,98004,NULL,Non-Networked,117286,2018-12-03,J1772,private
ELEC,Midtown 21,1007 Stewart St,Seattle,WA,98101,NULL,Non-Networked,117287,2018-12-26,J1772,public
ELEC,SRO SP2,3545 Factoria Blvd SE,Bellevue,WA,98006,888-758-4389,ChargePoint Network,117302,2019-01-24,J1772,public
ELEC,SRO SP1,3535 Factoria Blvd SE,Bellevue,WA,98006,888-758-4389,ChargePoint Network,117303,2019-01-24,J1772,public
ELEC,SRO ICC #1,2411 76th Ave SE,Mercer Island,WA,98040,888-758-4389,ChargePoint Network,117304,2019-01-24,J1772,public
ELEC,UNIVERSITYPLACE UP CH #3,3555 Market Pl W,University Place,WA,98466,888-758-4389,ChargePoint Network,117456,2019-01-26,J1772,public
ELEC,UNIVERSITYPLACE UP CH #2,3610 Drexler Dr,University Place,WA,98466,888-758-4389,ChargePoint Network,117457,2019-01-26,J1772,public
ELEC,CLOVER PARK TEC BUILDING 24 #1,4500 Steilacoom Blvd SW,Lakewood,WA,98499,888-758-4389,ChargePoint Network,117543,2019-01-31,J1772,public
ELEC,TACOMA PARKS EASTSIDE #2,1721 E 56th St,Tacoma,WA,98404,888-758-4389,ChargePoint Network,119017,2019-03-08,J1772,public
ELEC,JLR BELLEVUE DC FAST 01,13817 NE 20th St,Bellevue,WA,98005,888-758-4389,ChargePoint Network,119039,2019-03-08,J1772COMBO,public
ELEC,ALLEN INSTITUTE SOUTH,615 Westlake Ave N,Seattle,WA,98109,888-758-4389,ChargePoint Network,120879,2019-03-16,J1772,public
ELEC,European Autohaus,6510 W THORPE RD,Spokane,WA,99224,855-900-7584,Greenlots,120898,2019-03-19,J1772,public
ELEC,RED 160,16015 Cleveland St,Redmond,WA,98052,888-998-2546,Blink Network,120927,2019-03-23,J1772,public
ELEC,TPU TPU HQ #8,3408 S Union Ave,Tacoma,WA,98409,888-758-4389,ChargePoint Network,120962,2019-03-27,J1772,public
ELEC,PACIFIC LUTH U STATION 3,508 122nd St S,Tacoma,WA,98447,888-758-4389,ChargePoint Network,121095,2019-04-02,J1772,public
ELEC,PACIFIC LUTH U STATION 2,512 122nd St S,Tacoma,WA,98447,888-758-4389,ChargePoint Network,121096,2019-04-02,J1772,public
ELEC,SIA ECO 2,W McFarlane Rd,Spokane,WA,99224,888-758-4389,ChargePoint Network,121126,2019-04-03,J1772,public
ELEC,TPU TPU OLD TOWN #2,2222 N 30th St,Tacoma,WA,98403,888-758-4389,ChargePoint Network,121216,2019-04-05,J1772,public
ELEC,INTEGRAND TROVE,218 N Samish Way,Bellingham,WA,98225,888-758-4389,ChargePoint Network,121382,2019-04-13,J1772,public
ELEC,521606-CIVICA OFFICE COMMONS,225-108TH AVE NE,BELLEVUE,WA,98004,855-900-7584,Greenlots,121397,2019-04-13,J1772,public
ELEC,T-MOBILE PARK GRIFFEY,1518 1st Ave S,Seattle,WA,98134,888-758-4389,ChargePoint Network,121549,2019-04-17,J1772,public
ELEC,King County Housing Authority - Main Office,600 Andover Park West,Tukwila,WA,98188,888-998-2546,Blink Network,121601,2019-04-19,J1772,public
ELEC,Walmart 2539 - Spokane Valley  WA,15727 E Broadway Ave,Spokane Valley,WA,99037,833-632-2778,Electrify America,121703,2019-02-01,CHADEMO J1772COMBO,public
ELEC,North Bend Premium Outlets,461 S. Fork Avenue,North Bend,WA,98045,833-632-2778,Electrify America,121704,2019-01-01,CHADEMO J1772COMBO,public
ELEC,Walmart 2947 Vancouver,9000 NE HIGHWAY 99,Vancouver,WA,98665,833-632-2778,Electrify America,121709,2019-01-01,CHADEMO J1772COMBO,public
ELEC,Naval Facilities Engineering Command - Naval Air Station Whidbey Island - B103,1115 W Lexington St,Oak Harbor,WA,98278,NULL,Non-Networked,122106,2019-02-01,J1772,private
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - Building 1100,1035 Trident Blvd,Silverdale,WA,98315,NULL,Non-Networked,122107,2019-02-01,NEMA520,private
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - Building 1100,1036 Trident Blvd,Silverdale,WA,98315,NULL,Non-Networked,122108,2019-02-01,J1772,private
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - Building 1101,1037 Trident Blvd,Silverdale,WA,98315,NULL,Non-Networked,122109,2019-02-01,NEMA520,private
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - Building 1101,1038 Trident Blvd,Silverdale,WA,98315,NULL,Non-Networked,122110,2019-02-01,J1772,private
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - Building 7000,1039 Trident Blvd,Silverdale,WA,98315,NULL,Non-Networked,122111,2019-02-01,NEMA520,private
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - Building T51 2,1040 Trident Blvd,Silverdale,WA,98315,NULL,Non-Networked,122112,2019-02-01,NEMA520,private
